GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Commons JsonPath,io.wcm.caravan.commons.jsonpath.impl,BundleActivator,0,7,0,0,0,4,0,3,0,3
Commons JsonPath,io.wcm.caravan.commons.jsonpath.impl,JsonPathDefaultConfig,0,31,0,0,0,9,0,5,0,5
